0,0.9426289034132171
1,1.0
2,0.45824255628177196
3,0.7182280319535221
4,0.5461147421931736
5,0.7182280319535221
6,0.7037037037037037
7,0.7189542483660131
8,0.9426289034132171
9,0.9273783587509078
10,0.4589687726942629
11,0.7051561365286856
12,0.0
13,0.7189542483660131
14,0.4560639070442992
15,0.7051561365286856
16,0.7189542483660131
17,0.7189542483660131
18,0.7189542483660131
19,0.7037037037037037
20,0.0014524328249818446
21,0.7051561365286856
22,0.925199709513435
23,0.7015250544662309
24,0.7051561365286856
25,0.7051561365286856
26,0.9411764705882353
27,0.45461147421931736
28,0.7051561365286856
29,0.7160493827160493
30,0.7015250544662309
31,0.4560639070442992
32,0.925199709513435
33,0.7189542483660131
34,0.7051561365286856
35,0.7160493827160493
36,0.9419026870007262
37,0.7189542483660131
38,0.7015250544662309
39,0.4567901234567901
40,0.7051561365286856
41,0.7037037037037037
42,0.7167755991285403
43,0.45824255628177196
44,0.7051561365286856
45,0.9426289034132171
46,0.4567901234567901
47,0.7037037037037037
48,0.9288307915758897
49,0.7160493827160493
50,0.7015250544662309
51,0.7022512708787219
52,0.6993464052287581
53,0.7189542483660131
54,0.7189542483660131
55,0.7167755991285403
56,0.6942628903413217
57,0.45824255628177196
58,0.9419026870007262
59,0.4567901234567901
60,0.7037037037037037
61,0.7015250544662309
62,0.7037037037037037
63,0.7051561365286856
64,0.4386347131445171
65,0.45461147421931736
66,0.9273783587509078
67,0.7189542483660131
68,0.7037037037037037
69,0.4567901234567901
70,0.4400871459694989
71,0.7051561365286856
72,0.7037037037037037
73,0.9419026870007262
74,0.9244734931009441
75,0.7051561365286856
